campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
Influencer,Premium Shoppers,5.0,"Google, Facebook",76285.0,6012.0,1386.0,944.0,189744.0,119.68,0.68,English,10.94,College Students,2024-07-07,tira,112977.92000000001
Paid Ads,Youth,18.0,WhatsApp,98526.0,2422.0,702.0,350.0,213500.0,439.56,0.39,Hindi,3.53,Working Women,2025-02-08,tira,153846.0
SEO,College Students,22.0,Email,47141.0,1577.0,443.0,317.0,92881.0,328.11,-0.11,Hindi,4.96,Working Women,2024-09-15,tira,104010.87000000001
SEO,College Students,24.0,"Facebook, Instagram, YouTube",54024.0,2352.0,1138.0,512.0,383488.0,312.44,1.4,Tamil,7.41,Working Women,2025-05-11,tira,159969.28
Influencer,College Students,29.0,"YouTube, Facebook",87267.0,6993.0,3807.0,1892.0,1243044.0,156.33,3.2,English,14.54,Youth,2025-03-26,tira,295776.36000000004
SEO,Premium Shoppers,11.0,"YouTube, WhatsApp, Instagram",36295.0,3450.0,1145.0,405.0,273375.0,164.75,3.1,Hindi,13.78,Working Women,2024-11-01,tira,66723.75
Paid Ads,Youth,28.0,"Facebook, Instagram, YouTube",59113.0,1723.0,582.0,284.0,110476.0,857.27,-0.55,Hindi,4.38,Working Women,2025-03-18,tira,243464.68
Paid Ads,Working Women,15.0,"Google, Facebook, YouTube",66010.0,9885.0,5882.0,1908.0,1070388.0,118.41,3.74,English,26.78,Working Women,2024-11-09,tira,225926.28
SEO,Working Women,18.0,Email,54959.0,2360.0,816.0,450.0,103950.0,549.99,-0.58,Bengali,6.6,Working Women,2025-06-06,tira,247495.5
Influencer,Working Women,15.0,"YouTube, WhatsApp",49197.0,6728.0,2856.0,2028.0,620568.0,129.79,1.36,English,23.6,Tier 2 City Customers,2024-12-18,tira,263214.12
Social Media,Tier 2 City Customers,21.0,"YouTube, Google, Facebook",43895.0,4607.0,1758.0,1144.0,402688.0,253.3,0.39,Tamil,17.11,Premium Shoppers,2025-04-19,tira,289775.2
SEO,Youth,18.0,"Facebook, WhatsApp, Email",74344.0,9412.0,3525.0,2540.0,1325880.0,21.67,23.09,Tamil,20.82,Youth,2024-10-17,tira,55041.8
Social Media,Premium Shoppers,15.0,YouTube,45630.0,5969.0,1358.0,916.0,239076.0,171.71,0.52,English,18.06,Tier 2 City Customers,2024-11-27,tira,157286.36000000002
SEO,Working Women,23.0,"WhatsApp, Google, Instagram",47168.0,4411.0,1314.0,852.0,459228.0,327.64,0.65,English,13.94,College Students,2025-04-25,tira,279149.27999999997
SEO,College Students,14.0,"Email, YouTube",80297.0,3232.0,1448.0,1038.0,458796.0,275.26,0.61,Hindi,7.12,Youth,2025-02-05,tira,285719.88
SEO,Premium Shoppers,29.0,Google,67058.0,6405.0,2370.0,1615.0,1271005.0,184.81,3.26,English,15.49,Youth,2025-02-05,tira,298468.15
Influencer,Premium Shoppers,12.0,"Instagram, Facebook",54966.0,3632.0,2058.0,1305.0,384975.0,193.7,0.52,Hindi,12.73,Working Women,2025-05-15,tira,252778.49999999997
Email,Premium Shoppers,13.0,"Facebook, YouTube",74549.0,8247.0,3686.0,2456.0,805568.0,32.37,9.13,Tamil,19.3,Working Women,2024-12-20,tira,79500.71999999999
Influencer,Working Women,13.0,Instagram,24842.0,3412.0,1061.0,508.0,331216.0,531.08,0.23,Bengali,20.05,Working Women,2024-10-17,tira,269788.64
Paid Ads,Youth,27.0,"Instagram, Email",90106.0,11984.0,2877.0,1250.0,723750.0,49.74,10.64,Tamil,17.88,College Students,2024-09-23,tira,62175.0
Influencer,Working Women,26.0,"WhatsApp, Facebook",54994.5,6999.0,1517.0,460.0,170200.0,349.12,0.06,Hindi,16.32,College Students,2025-02-23,tira,160595.2
Social Media,College Students,27.0,"Instagram, YouTube, Google",95001.0,2182.0,532.0,389.0,185553.0,486.44,-0.02,Tamil,3.27,Youth,2025-02-03,tira,189225.16
SEO,Youth,27.0,"Facebook, YouTube",54994.5,2452.0,574.0,192.0,59136.0,1363.32,-0.77,Tamil,5.85,Premium Shoppers,2024-08-14,tira,261757.44
Email,Youth,11.0,"Facebook, WhatsApp, Google",68613.0,3949.0,1233.0,699.0,486504.0,274.48,1.54,Hindi,8.57,Tier 2 City Customers,2025-02-15,tira,191861.52000000002
SEO,College Students,11.0,"YouTube, Facebook, Email",27141.0,2654.0,947.0,417.0,157209.0,235.81,0.6,Bengali,14.8,Premium Shoppers,2024-12-26,tira,98332.77
Social Media,Working Women,24.0,"Google, YouTube, WhatsApp",59918.0,5745.0,2825.0,2118.0,986988.0,78.31,4.95,Hindi,17.84,Youth,2025-03-18,tira,165860.58000000002
Influencer,Working Women,8.0,"YouTube, WhatsApp, Email",89664.0,12931.0,2633.0,886.0,673360.0,90.17,7.43,Hindi,18.35,College Students,2024-08-20,tira,79890.62
Influencer,Youth,18.0,"Instagram, YouTube",13351.0,1103.0,608.0,255.0,73185.0,824.55,-0.65,Tamil,14.73,Youth,2025-05-10,tira,210260.25
Email,Premium Shoppers,18.0,"YouTube, Google",96116.0,12885.0,6310.0,2388.0,1719360.0,97.26,6.4,Tamil,22.46,College Students,2025-03-24,tira,232256.88
Email,Premium Shoppers,25.0,"Email, Instagram",15069.0,996.0,482.0,193.0,49987.0,1491.18,-0.83,Tamil,11.09,Working Women,2025-04-05,tira,287797.74
SEO,Tier 2 City Customers,7.0,"Facebook, Instagram, YouTube",26510.0,3204.0,833.0,325.0,129675.0,180.37,1.21,Hindi,16.45,Working Women,2024-09-07,tira,58620.25
Email,Premium Shoppers,8.0,YouTube,82689.0,4806.0,2034.0,645.0,403125.0,392.55,0.59,Hindi,9.05,Working Women,2024-12-09,tira,253194.75
SEO,Youth,25.0,"Google, WhatsApp",62402.0,1508.0,565.0,385.0,248325.0,417.02,0.55,Tamil,3.94,Tier 2 City Customers,2025-01-07,tira,160552.69999999998
Paid Ads,College Students,16.0,WhatsApp,56324.0,4607.0,1709.0,1344.0,454272.0,203.0,0.67,Hindi,13.6,College Students,2024-09-13,tira,272832.0
Social Media,College Students,6.0,"Email, WhatsApp, YouTube",39511.0,1042.0,586.0,457.0,354632.0,173.05,3.48,English,5.28,Working Women,2025-04-13,tira,79083.85
Social Media,Premium Shoppers,29.0,"Google, Instagram, Facebook",11493.0,1336.0,425.0,308.0,229460.0,921.47,-0.19,English,18.0,Premium Shoppers,2025-04-30,tira,283812.76
Social Media,Premium Shoppers,22.0,Instagram,69202.0,1756.0,558.0,353.0,181089.0,773.88,-0.34,Bengali,3.85,Working Women,2025-04-17,tira,273179.64
Social Media,Youth,26.0,"Email, WhatsApp",42796.0,1796.0,458.0,307.0,67233.0,823.42,-0.73,English,5.98,Premium Shoppers,2024-12-16,tira,252789.93999999997
Paid Ads,Premium Shoppers,29.0,"Email, WhatsApp",83460.0,6503.0,2915.0,1800.0,1429200.0,79.22,9.02,Hindi,13.44,Working Women,2024-12-05,tira,142596.0
Social Media,Premium Shoppers,11.0,Google,39542.0,809.0,275.0,92.0,62652.0,1365.73,-0.5,Hindi,2.97,Working Women,2024-07-06,tira,125647.16
Paid Ads,Tier 2 City Customers,10.0,"WhatsApp, YouTube",62021.0,8790.0,4298.0,3053.0,1074656.0,42.11,7.36,Hindi,26.03,Tier 2 City Customers,2024-12-08,tira,128561.83
Paid Ads,College Students,26.0,"Instagram, Google",79167.0,2706.0,1542.0,1117.0,729401.0,108.94,4.99,English,6.78,Premium Shoppers,2024-08-27,tira,121685.98
Influencer,Tier 2 City Customers,18.0,"Email, Google, WhatsApp",37550.0,1434.0,751.0,244.0,144448.0,413.89,0.43,English,6.47,Premium Shoppers,2024-11-15,tira,100989.16
Paid Ads,Premium Shoppers,11.0,"YouTube, Facebook, Google",54994.5,3236.0,1129.0,619.0,315690.0,473.4,0.08,Bengali,9.06,Youth,2024-07-22,tira,293034.6
Influencer,Youth,18.0,YouTube,80739.0,1797.0,466.0,318.0,157410.0,292.24,0.69,Bengali,3.2,Premium Shoppers,2025-05-03,tira,92932.32
Paid Ads,Premium Shoppers,21.0,Email,39943.0,1096.0,593.0,455.0,98735.0,142.6,0.52,Hindi,5.37,College Students,2025-01-21,tira,64883.0
Influencer,Premium Shoppers,21.0,"Email, Instagram, Google",35322.0,3643.0,1232.0,459.0,222156.0,438.89,0.1,English,15.1,Tier 2 City Customers,2024-07-23,tira,201450.50999999998
Email,Working Women,18.0,WhatsApp,79461.0,4784.0,2541.0,2022.0,1431576.0,92.01,6.69,Hindi,11.76,College Students,2025-01-05,tira,186044.22
Influencer,Working Women,17.0,"Email, YouTube, WhatsApp",26789.0,1988.0,586.0,194.0,48306.0,1414.3,-0.82,Tamil,10.33,College Students,2024-11-15,tira,274374.2
Paid Ads,Premium Shoppers,9.0,"WhatsApp, Google",45839.0,6420.0,3717.0,2171.0,716430.0,38.74,7.52,Tamil,26.85,Premium Shoppers,2024-11-15,tira,84104.54000000001
Paid Ads,Tier 2 City Customers,14.0,"Google, YouTube",39869.0,2902.0,919.0,331.0,248581.0,642.37,0.17,Hindi,10.41,Working Women,2024-09-29,tira,212624.47
Influencer,Tier 2 City Customers,11.0,"Email, Facebook, WhatsApp",84870.0,8620.0,3273.0,1362.0,449460.0,99.67,2.31,English,15.62,Tier 2 City Customers,2024-07-04,tira,135750.54
Influencer,Tier 2 City Customers,12.0,WhatsApp,83186.0,5236.0,2483.0,1745.0,1226735.0,40.24,16.47,Tamil,11.38,College Students,2025-06-05,tira,70218.8
Social Media,Youth,27.0,"Instagram, WhatsApp",42634.0,3007.0,688.0,397.0,230260.0,273.74,1.12,Tamil,9.6,College Students,2024-10-25,tira,108674.78
Influencer,Tier 2 City Customers,21.0,"WhatsApp, Instagram, Email",15811.0,2336.0,663.0,430.0,127710.0,480.49,-0.38,Bengali,21.69,Tier 2 City Customers,2025-05-22,tira,206610.7
Email,Premium Shoppers,28.0,"Facebook, WhatsApp, Google",10393.0,637.0,262.0,144.0,81792.0,835.76,-0.32,English,10.04,Youth,2024-08-29,tira,120349.44
Paid Ads,Youth,21.0,"Google, Facebook",88843.0,13138.0,7488.0,4642.0,3021942.0,62.97,9.34,English,28.44,College Students,2024-07-07,tira,292306.74
SEO,Premium Shoppers,23.0,"Facebook, Email",77682.0,3608.0,868.0,658.0,209244.0,389.81,-0.18,Bengali,6.61,Youth,2024-12-29,tira,256494.98
Email,Youth,11.0,"Email, Facebook, YouTube",54994.5,8962.0,1971.0,1526.0,929334.0,35.6,16.11,Tamil,22.65,Premium Shoppers,2025-01-05,tira,54325.6
Paid Ads,Premium Shoppers,18.0,"WhatsApp, Email, Google",53458.0,6261.0,1723.0,861.0,203196.0,221.0,0.07,Hindi,16.55,Tier 2 City Customers,2025-04-30,tira,190281.0
SEO,Working Women,18.0,"YouTube, Instagram",33011.0,3562.0,927.0,347.0,121450.0,615.81,-0.43,Tamil,14.65,Premium Shoppers,2025-04-17,tira,213686.06999999998
Paid Ads,Youth,5.0,"Email, Google",74572.0,7059.0,2601.0,966.0,741888.0,179.71,3.27,Tamil,14.25,Premium Shoppers,2024-08-08,tira,173599.86000000002
Paid Ads,Tier 2 City Customers,30.0,"Google, Instagram, Facebook",46197.0,2496.0,1043.0,666.0,272394.0,209.06,0.96,Tamil,9.1,Premium Shoppers,2025-02-18,tira,139233.96
SEO,Tier 2 City Customers,6.0,"YouTube, Instagram",71557.0,1992.0,883.0,559.0,234780.0,209.06,1.01,Tamil,4.8,Youth,2025-06-14,tira,116864.54000000001
Email,College Students,21.0,"Instagram, Email, WhatsApp",54994.5,2579.0,1038.0,424.0,280264.0,289.54,1.28,Tamil,7.35,Premium Shoppers,2024-12-28,tira,122764.96
Paid Ads,College Students,13.0,WhatsApp,72667.0,10522.0,2864.0,2191.0,1143702.0,128.25,3.07,English,21.44,Working Women,2024-10-07,tira,280995.75
Social Media,Premium Shoppers,12.0,Email,47866.0,3591.0,1068.0,700.0,498400.0,308.02,1.31,English,11.2,Tier 2 City Customers,2025-05-15,tira,215614.0
Paid Ads,Tier 2 City Customers,29.0,"Instagram, YouTube",58717.0,6631.0,2490.0,1336.0,961920.0,96.79,6.44,Bengali,17.81,Youth,2025-04-12,tira,129311.44
Email,College Students,16.0,"YouTube, Email, Facebook",20534.0,563.0,137.0,61.0,29829.0,2115.11,-0.77,Hindi,3.71,College Students,2024-09-23,tira,129021.71
Paid Ads,Working Women,23.0,"Email, WhatsApp",65186.0,7443.0,2862.0,1100.0,789800.0,252.12,1.85,Hindi,17.5,College Students,2024-10-26,tira,277332.0
Paid Ads,Working Women,29.0,Email,15809.0,760.0,337.0,182.0,79352.0,381.92,0.14,Bengali,8.09,Working Women,2025-05-17,tira,69509.44
Email,Working Women,18.0,Google,61839.0,8057.0,2065.0,998.0,467064.0,78.15,4.99,Hindi,17.98,Tier 2 City Customers,2024-08-27,tira,77993.70000000001
Social Media,Youth,9.0,"YouTube, Instagram, Google",24259.0,3399.0,1906.0,856.0,421152.0,217.02,1.27,English,25.4,College Students,2024-09-22,tira,185769.12
SEO,Working Women,20.0,"Instagram, Facebook",73460.0,4418.0,2515.0,1135.0,444920.0,158.47,1.47,Hindi,10.98,Tier 2 City Customers,2025-02-19,tira,179863.45
Paid Ads,Premium Shoppers,23.0,Instagram,83842.0,10636.0,3199.0,2149.0,1229228.0,29.97,18.09,Tamil,19.06,College Students,2025-03-30,tira,64405.53
Email,Working Women,19.0,"Email, Facebook, Instagram",43948.0,4483.0,1184.0,574.0,149240.0,512.43,-0.49,Hindi,14.2,Youth,2025-03-23,tira,294134.81999999995
SEO,Premium Shoppers,29.0,"Facebook, Email",70466.0,1473.0,541.0,265.0,130910.0,1005.32,-0.51,Tamil,3.23,Working Women,2024-12-07,tira,266409.8
Influencer,Premium Shoppers,25.0,"Email, Google, Instagram",85977.0,12090.0,7099.0,5324.0,2688620.0,26.03,18.4,Hindi,28.51,Youth,2025-02-21,tira,138583.72
SEO,College Students,9.0,Facebook,83965.0,11245.0,3070.0,2178.0,1720620.0,31.68,23.94,English,19.64,Youth,2025-01-21,tira,68999.04
Paid Ads,Youth,30.0,Email,29038.0,1753.0,448.0,184.0,42320.0,641.11,-0.64,Bengali,8.21,Premium Shoppers,2025-02-24,tira,117964.24
SEO,Tier 2 City Customers,20.0,WhatsApp,95941.0,8994.0,2358.0,1198.0,268352.0,227.75,-0.02,Tamil,13.08,College Students,2024-10-10,tira,272844.5
Email,Working Women,28.0,"Google, WhatsApp, Instagram",23539.0,1088.0,242.0,188.0,121448.0,209.06,2.09,Bengali,6.45,Tier 2 City Customers,2024-12-03,tira,39303.28
SEO,Premium Shoppers,10.0,"WhatsApp, Email",89708.0,11100.0,3446.0,1378.0,387218.0,154.76,0.82,Bengali,17.75,Premium Shoppers,2025-03-15,tira,213259.28
Email,Youth,30.0,"Instagram, Google, Facebook",63442.0,5346.0,2578.0,1424.0,753296.0,88.3,4.99,Hindi,14.73,Working Women,2025-01-28,tira,125739.2
Email,Youth,15.0,"Email, YouTube, Google",83980.0,8153.0,4846.0,1531.0,978309.0,181.96,2.51,Bengali,17.3,Premium Shoppers,2025-06-05,tira,278580.76
Social Media,Working Women,8.0,"YouTube, Email",43424.0,3978.0,1083.0,554.0,310794.0,294.36,0.91,Hindi,12.93,Premium Shoppers,2025-06-08,tira,163075.44
Paid Ads,College Students,18.0,YouTube,54329.0,2501.0,742.0,333.0,104562.0,462.43,-0.32,English,6.58,Working Women,2025-04-03,tira,153989.19
SEO,Premium Shoppers,26.0,"Instagram, WhatsApp, Facebook",79609.0,11048.0,6621.0,2218.0,1734476.0,82.76,8.45,Hindi,24.98,Premium Shoppers,2024-12-28,tira,183561.68000000002
Email,Premium Shoppers,22.0,Email,15454.0,1177.0,462.0,174.0,103356.0,363.24,0.64,Bengali,11.73,Tier 2 City Customers,2025-01-28,tira,63203.76
Paid Ads,Youth,7.0,"WhatsApp, Instagram",67355.0,6020.0,2111.0,659.0,289301.0,175.5,1.5,Bengali,13.05,Youth,2025-04-24,tira,115654.5
Email,Youth,9.0,YouTube,69668.0,6075.0,3576.0,1230.0,869610.0,215.82,2.28,Tamil,15.62,Premium Shoppers,2025-06-07,tira,265458.6
Influencer,Tier 2 City Customers,24.0,"Instagram, YouTube",89917.0,4587.0,2640.0,1273.0,418817.0,181.69,0.81,Bengali,9.45,Working Women,2025-06-07,tira,231291.37
Influencer,College Students,27.0,"Facebook, WhatsApp, Google",41735.0,3821.0,1089.0,807.0,248556.0,66.72,3.62,Tamil,13.7,Youth,2024-07-02,tira,53843.04
Email,Premium Shoppers,15.0,"Email, WhatsApp, Instagram",29392.0,4396.0,2306.0,1274.0,410228.0,58.16,4.54,Hindi,27.14,Working Women,2025-01-09,tira,74095.84
Influencer,Premium Shoppers,17.0,"WhatsApp, Google, Email",31284.0,1464.0,725.0,325.0,87750.0,451.8,-0.4,English,8.04,Working Women,2025-05-31,tira,146835.0
Influencer,Tier 2 City Customers,11.0,"Facebook, Google",98204.0,5988.0,2282.0,1112.0,462592.0,50.4,7.25,Hindi,9.55,Youth,2024-09-26,tira,56044.799999999996
Email,Working Women,9.0,Email,11838.0,487.0,175.0,85.0,20145.0,2723.16,-0.91,Tamil,6.31,Working Women,2025-02-13,tira,231468.59999999998
Social Media,Working Women,28.0,"YouTube, Instagram",15931.0,326.0,147.0,62.0,26288.0,1533.82,-0.72,English,3.36,Youth,2025-02-06,tira,95096.84
SEO,Premium Shoppers,17.0,"Google, Facebook, Instagram",89778.0,11515.0,5836.0,3246.0,1856712.0,16.46,33.75,Tamil,22.94,Working Women,2024-10-15,tira,53429.16
Influencer,Tier 2 City Customers,27.0,"Facebook, YouTube",36452.0,1987.0,1162.0,811.0,282228.0,336.01,0.04,Hindi,10.86,Premium Shoppers,2024-11-20,tira,272504.11
Paid Ads,Working Women,8.0,"YouTube, Email",75567.0,10854.0,3097.0,2263.0,1642938.0,80.31,8.04,Bengali,21.46,Working Women,2025-03-17,tira,181741.53
Email,Working Women,29.0,Facebook,50864.0,2652.0,1024.0,436.0,89380.0,209.06,-0.02,English,8.08,Youth,2024-09-19,tira,91150.16
Paid Ads,College Students,19.0,"Facebook, Email, Google",34091.0,2477.0,696.0,522.0,300672.0,508.41,0.13,English,10.84,Tier 2 City Customers,2025-02-13,tira,265390.02
Influencer,Youth,27.0,"WhatsApp, Facebook",76569.0,7881.0,2391.0,1771.0,626934.0,108.95,2.25,Bengali,15.73,Youth,2024-07-22,tira,192950.45
SEO,Working Women,29.0,"Email, Google, Instagram",96811.0,3977.0,1539.0,564.0,431460.0,209.06,2.66,Hindi,6.28,Working Women,2025-01-31,tira,117909.84
Paid Ads,Premium Shoppers,21.0,Instagram,54994.5,11118.0,4673.0,3380.0,1389180.0,35.78,10.49,Tamil,34.86,Working Women,2024-10-16,tira,120936.40000000001
Social Media,Tier 2 City Customers,13.0,"Instagram, YouTube, Email",12502.0,898.0,236.0,88.0,70136.0,1737.19,-0.54,English,9.77,Youth,2025-01-24,tira,152872.72
Email,College Students,19.0,YouTube,54994.5,3574.0,989.0,671.0,393877.0,380.52,0.54,Bengali,9.52,Working Women,2024-08-08,tira,255328.91999999998
SEO,Premium Shoppers,8.0,Email,44052.0,2122.0,1080.0,601.0,336560.0,347.67,0.61,Hindi,8.63,Youth,2024-11-30,tira,208949.67
Paid Ads,College Students,25.0,"Email, Instagram",67250.0,1472.0,701.0,560.0,146720.0,415.43,-0.37,Tamil,4.06,Youth,2024-07-22,tira,232640.80000000002
Influencer,College Students,14.0,Instagram,87113.0,2552.0,909.0,698.0,296650.0,308.45,0.38,English,4.77,Working Women,2024-10-01,tira,215298.1
Influencer,Working Women,13.0,YouTube,68350.0,9121.0,5440.0,3742.0,2581980.0,52.36,12.18,English,26.78,College Students,2024-12-14,tira,195931.12
SEO,College Students,6.0,"WhatsApp, Instagram, Email",86448.0,6977.0,3177.0,1113.0,479703.0,165.93,1.6,English,13.03,Tier 2 City Customers,2024-07-21,tira,184680.09
Paid Ads,Working Women,25.0,"Facebook, Email, WhatsApp",14251.0,2112.0,970.0,301.0,170968.0,223.51,1.54,Hindi,23.74,Tier 2 City Customers,2024-12-26,tira,67276.51
Paid Ads,Youth,25.0,Email,81760.0,11324.0,3930.0,1473.0,540591.0,62.35,4.89,Tamil,20.46,Premium Shoppers,2024-11-09,tira,91841.55
Email,Premium Shoppers,12.0,"Google, WhatsApp, Instagram",28548.0,3073.0,1565.0,671.0,230824.0,278.07,0.24,Bengali,18.6,Tier 2 City Customers,2024-08-04,tira,186584.97
Social Media,Youth,25.0,"Instagram, Facebook, Email",30413.0,4088.0,2184.0,1432.0,461104.0,135.06,1.38,Tamil,25.33,Working Women,2025-03-18,tira,193405.92
Paid Ads,Premium Shoppers,29.0,"YouTube, Facebook, Google",67131.0,9096.0,3415.0,2406.0,1842996.0,26.0,28.46,English,22.22,Premium Shoppers,2024-08-25,tira,62556.0
Influencer,Premium Shoppers,7.0,"Facebook, YouTube, Instagram",16898.0,2443.0,1119.0,358.0,273154.0,499.13,0.53,Hindi,23.2,Working Women,2025-05-29,tira,178688.54
Email,Tier 2 City Customers,22.0,"YouTube, Email",52966.0,3232.0,972.0,730.0,197100.0,245.52,0.1,Hindi,9.32,College Students,2025-03-18,tira,179229.6
Influencer,Youth,20.0,YouTube,77516.0,5858.0,2586.0,1919.0,1178266.0,109.31,4.62,English,13.37,Premium Shoppers,2025-01-21,tira,209765.89
Paid Ads,Premium Shoppers,27.0,"Instagram, Google, Facebook",84079.0,9020.0,2639.0,930.0,604500.0,209.06,2.11,Bengali,14.97,Tier 2 City Customers,2024-10-26,tira,194425.8
Email,Tier 2 City Customers,26.0,"WhatsApp, Facebook, YouTube",34820.0,2413.0,912.0,294.0,61740.0,922.5,-0.77,English,10.39,Working Women,2024-10-26,tira,271215.0
Email,Premium Shoppers,12.0,"WhatsApp, YouTube",34394.0,1208.0,349.0,234.0,127296.0,1274.89,-0.57,English,5.21,Premium Shoppers,2025-05-14,tira,298324.26
Social Media,Youth,22.0,Email,99761.0,6735.0,2605.0,1651.0,541528.0,98.29,2.34,Hindi,11.02,Tier 2 City Customers,2025-03-11,tira,162276.79
Paid Ads,Youth,19.0,"YouTube, WhatsApp, Facebook",42281.0,4170.0,1359.0,607.0,362986.0,147.53,3.05,Bengali,14.51,Premium Shoppers,2024-08-02,tira,89550.71
Influencer,Premium Shoppers,10.0,"Instagram, Facebook, Email",88616.0,2721.0,837.0,416.0,121472.0,560.84,-0.48,Tamil,4.48,Working Women,2025-05-26,tira,233309.44
Email,Premium Shoppers,18.0,WhatsApp,54994.5,2261.0,1136.0,508.0,309880.0,380.06,0.61,Tamil,7.1,Youth,2024-08-12,tira,193070.48
Paid Ads,Youth,21.0,"WhatsApp, Instagram",64702.0,5506.0,2702.0,2034.0,642744.0,141.46,1.23,English,15.83,Youth,2024-10-27,tira,287729.64
Social Media,Working Women,9.0,"Google, Email, Facebook",50417.0,7165.0,2473.0,1090.0,538460.0,176.86,1.79,English,21.28,College Students,2024-10-06,tira,192777.40000000002
Social Media,Premium Shoppers,18.0,"Email, WhatsApp",80870.0,4067.0,2233.0,788.0,472800.0,301.51,0.99,Bengali,8.76,Premium Shoppers,2024-10-06,tira,237589.88
SEO,College Students,21.0,"WhatsApp, Email",59568.0,3727.0,1995.0,1260.0,884520.0,57.68,11.17,Tamil,11.72,College Students,2024-09-06,tira,72676.8
Social Media,Premium Shoppers,16.0,"Facebook, YouTube, Instagram",57514.0,7795.0,3963.0,1528.0,675376.0,46.3,8.55,Bengali,23.1,College Students,2025-01-31,tira,70746.4
Social Media,Youth,18.0,"Google, Email",84030.0,5137.0,2263.0,1653.0,626487.0,174.27,1.17,Hindi,10.77,Working Women,2024-12-28,tira,288068.31
Paid Ads,Premium Shoppers,12.0,"WhatsApp, YouTube",78165.0,3949.0,2246.0,681.0,476700.0,199.57,2.51,Tamil,8.8,College Students,2024-09-13,tira,135907.16999999998
Influencer,Premium Shoppers,26.0,"Email, Facebook",54994.5,2828.0,1458.0,843.0,371763.0,59.84,6.37,Hindi,9.33,Working Women,2025-04-16,tira,50445.12
SEO,Premium Shoppers,11.0,Facebook,68918.0,5069.0,2468.0,788.0,262404.0,68.2,3.88,Tamil,12.08,Tier 2 City Customers,2025-01-17,tira,53741.600000000006
Social Media,Working Women,29.0,"Google, Email",72757.0,2695.0,637.0,498.0,211152.0,563.44,-0.25,English,5.26,College Students,2024-09-28,tira,280593.12000000005
Paid Ads,Tier 2 City Customers,18.0,"YouTube, Instagram",96616.0,5805.0,2121.0,943.0,710079.0,221.58,2.4,Hindi,9.18,Working Women,2024-07-10,tira,208949.94
Paid Ads,College Students,11.0,Email,54994.5,596.0,250.0,169.0,88049.0,446.76,0.17,Hindi,1.85,Premium Shoppers,2025-02-06,tira,75502.44
Social Media,Youth,13.0,"Facebook, WhatsApp",74989.0,6714.0,3854.0,1368.0,601920.0,200.85,1.19,English,15.92,Working Women,2024-07-11,tira,274762.8
SEO,College Students,17.0,Email,40220.0,4137.0,1330.0,902.0,535788.0,237.08,1.51,English,15.84,Working Women,2024-12-17,tira,213846.16
Social Media,Premium Shoppers,18.0,"Email, Instagram",53216.0,4667.0,1183.0,747.0,574443.0,102.56,6.5,Tamil,12.4,Youth,2025-03-14,tira,76612.32
SEO,College Students,11.0,Google,55762.0,7813.0,3264.0,2553.0,1498611.0,115.79,4.07,English,24.44,Youth,2024-12-05,tira,295611.87
SEO,Working Women,18.0,Email,20501.0,2038.0,1127.0,766.0,477984.0,364.97,0.71,Hindi,19.17,Premium Shoppers,2025-01-10,tira,279567.02
SEO,College Students,18.0,"WhatsApp, Instagram",21954.0,2400.0,945.0,441.0,96579.0,661.68,-0.67,Tamil,17.25,Working Women,2024-12-10,tira,291800.88
Influencer,Premium Shoppers,12.0,YouTube,96367.0,5183.0,3081.0,2135.0,990640.0,117.86,2.94,Hindi,10.79,Tier 2 City Customers,2024-09-15,tira,251631.1
SEO,College Students,8.0,Google,74633.0,5985.0,1376.0,851.0,496984.0,120.18,3.86,Tamil,11.0,Working Women,2025-06-07,tira,102273.18000000001
Paid Ads,Tier 2 City Customers,17.0,"Instagram, WhatsApp, Google",26379.0,3089.0,1611.0,1091.0,781156.0,55.99,11.79,Tamil,21.95,Tier 2 City Customers,2024-11-24,tira,61085.090000000004
Influencer,Working Women,22.0,YouTube,49010.0,2960.0,1108.0,674.0,163108.0,239.85,0.01,Bengali,9.68,Youth,2025-04-29,tira,161658.9
SEO,Tier 2 City Customers,18.0,Email,51920.0,3442.0,1526.0,871.0,643669.0,255.22,1.9,English,11.25,Tier 2 City Customers,2024-08-30,tira,222296.62
Social Media,Premium Shoppers,25.0,YouTube,54994.5,852.0,346.0,207.0,63135.0,558.1,-0.45,Hindi,2.55,Tier 2 City Customers,2024-11-16,tira,115526.70000000001
Social Media,Working Women,9.0,"WhatsApp, Email, Google",31087.0,4604.0,2211.0,1701.0,789264.0,140.34,2.31,Tamil,27.39,Working Women,2024-10-23,tira,238718.34
Social Media,Tier 2 City Customers,20.0,"Instagram, Email",71388.0,10375.0,2341.0,1496.0,1092080.0,174.07,3.19,Hindi,19.91,College Students,2024-09-27,tira,260408.72
Influencer,Youth,9.0,"Instagram, YouTube, Google",44004.0,3116.0,1094.0,420.0,125160.0,602.37,-0.51,Hindi,10.52,Youth,2024-08-05,tira,252995.4
Email,College Students,28.0,"Google, WhatsApp, Email",52869.0,6345.0,2394.0,1798.0,1359288.0,152.97,3.94,Tamil,19.93,Working Women,2024-08-22,tira,275040.06
Paid Ads,College Students,29.0,Google,36773.0,2849.0,579.0,449.0,277033.0,444.01,0.39,Hindi,10.54,Working Women,2025-01-15,tira,199360.49
